hotel,NoofRooms,NoofRoomsOccupied,OccupancyRate,AverageRoomRate,RoomRevenue,FBRevenue,RoomDep,FBDep,AdmDep,OtherDep,Month,location
RadiumKagayaInternationalHotel,90,1400,0.5185,4855,6797277,10685540,32,47,33,53,2013-04-01,Taipei
FullonHotelTaipeiCentral,120,2776,0.7711,3595,9979309,11319404,46,98,12,7,2013-04-01,Taipei
TaipeiGardenHotel,241,6525,0.9025,2405,15693520,18178051,65,108,24,23,2013-04-01,Taipei
GrandViewResortBeitou,66,960,0.4848,8661,8314309,6806968,46,55,3,38,2013-04-01,Taipei
GrandHotelTaipei,489,8600,0.5673,4125,35477230,43635297,196,210,124,63,2013-05-01,Taipei
AmbassadorHotelTaipei,422,9645,0.7373,4042,38987497,74334334,125,282,39,50,2013-05-01,Taipei
ImperialHotelTaipei,326,8519,0.843,2661,22672576,10386519,89,70,4,43,2013-05-01,Taipei
GloriaPrinceHotelTaipei,209,4550,0.7023,3480,15833680,8186116,80,85,69,12,2013-05-01,Taipei
EmperorHotel,98,1740,0.5727,1767,3075002,688678,33,11,20,0,2013-05-01,Taipei
HotelRiverviewTaipei,194,4505,0.7491,2165,9754387,2832021,53,20,18,0,2013-05-01,Taipei
CaesarParkTaipei,478,11786,0.7954,3587,42271093,16777760,70,89,21,45,2013-05-01,Taipei
GoldenChinaHotel,215,4295,0.6444,2697,11585230,9972601,59,85,37,0,2013-05-01,Taipei
SanWant,268,7401,0.8908,3008,22258787,32480896,91,210,69,0,2013-05-01,Taipei
BrotherHotelTaipei,250,6065,0.7826,2834,17186908,39918295,110,295,72,13,2013-05-01,Taipei
SantosHotel,287,5966,0.6706,2619,15624192,9012739,77,57,34,27,2013-05-01,Taipei
LandisTaipei,209,5487,0.8469,4150,22771055,17429955,76,136,36,40,2013-05-01,Taipei
UnitedHotel,243,4022,0.5339,2625,10558182,3601620,68,33,5,39,2013-05-01,Taipei
SheratonGrandeTaipeiHotel,688,13854,0.6496,6032,83569910,119312400,235,450,170,48,2013-05-01,Taipei
HotelRoyalNikkoTaipei,202,5225,0.8344,4840,25286591,18604929,73,136,24,49,2013-05-01,Taipei
HowardPlazaHotelTaipei,606,12538,0.6674,3907,48983e3,42603e3,254,375,81,83,2013-05-01,Taipei
GrandHyattTaipei,797,12724,0.515,7166,91185053,79651615,148,339,177,58,2013-05-01,Taipei
RegentTaipei,538,11105,0.6658,5783,64221755,126977311,240,493,160,22,2013-05-01,Taipei
SherwoodTaipei,343,7823,0.7357,5570,43576093,28580763,142,216,52,60,2013-05-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,9269,0.7119,6483,60087945,60381386,205,262,66,84,2013-05-01,Taipei
WestinTaipei,288,5741,0.643,6241,35831106,54409967,132,345,102,0,2013-05-01,Taipei
MiramarGardenTaipei,203,5298,0.8419,2473,13100668,6941204,77,53,30,0,2013-05-01,Taipei
WTaipei,405,9013,0.7179,9145,82423293,60097575,172,220,119,0,2013-05-01,Taipei
LeMeridienTaipei,160,3817,0.7696,9411,35920475,65540293,79,263,87,21,2013-05-01,Taipei
FirstHotel,176,4352,0.7977,1846,8035282,5216791,16,0,15,13,2013-05-01,Taipei
LeofooHotelTaipei,226,5330,0.7608,1792,9553413,9654447,47,52,16,22,2013-05-01,Taipei
RivieraHotel,112,1829,0.5268,3280,5999929,4678140,46,47,28,0,2013-05-01,Taipei
TaipeiGalaHotel,150,3562,0.766,2950,10509467,7654692,37,54,28,14,2013-05-01,Taipei
CosmosHotelTaipei,225,6336,0.9084,2708,17156158,27132352,63,17,10,7,2013-05-01,Taipei
PalaisdeChineHotel,286,5418,0.6111,4332,23469723,37604105,126,171,61,0,2013-05-01,Taipei
CapitalHotel,128,3181,0.8017,4465,14203165,5553028,40,58,17,24,2013-05-01,Taipei
RadiumKagayaInternationalHotel,90,1531,0.5487,5094,7798808,11100550,33,47,32,51,2013-05-01,Taipei
FullonHotelTaipeiCentral,120,2391,0.6427,3488,8340679,12226516,45,101,11,7,2013-05-01,Taipei
TaipeiGardenHotel,241,6731,0.901,2384,16047011,19682991,63,111,25,22,2013-05-01,Taipei
GrandViewResortBeitou,66,681,0.3328,8327,5670889,5131962,48,53,3,40,2013-05-01,Taipei
GrandHotelTaipei,489,7849,0.535,3901,30618258,39397725,195,208,123,62,2013-06-01,Taipei
AmbassadorHotelTaipei,422,10113,0.7988,4179,42260582,85873448,123,268,38,49,2013-06-01,Taipei
ImperialHotelTaipei,326,8171,0.8355,2794,22830480,9936823,85,63,4,54,2013-06-01,Taipei
GloriaPrinceHotelTaipei,211,5086,0.8035,3429,17441914,10629358,80,79,73,12,2013-06-01,Taipei
EmperorHotel,98,2370,0.8061,1558,3693512,696467,33,11,20,0,2013-06-01,Taipei
HotelRiverviewTaipei,185,4586,0.8263,2236,10252614,2166392,52,19,19,0,2013-06-01,Taipei
CaesarParkTaipei,478,13305,0.9278,3650,48558607,22398662,69,86,21,44,2013-06-01,Taipei
GoldenChinaHotel,215,5130,0.7953,2880,14776510,10802473,59,85,37,0,2013-06-01,Taipei
SanWant,268,7588,0.9438,3387,25702305,29559776,92,211,65,0,2013-06-01,Taipei
BrotherHotelTaipei,250,6093,0.8124,3155,19223799,38725794,110,295,72,13,2013-06-01,Taipei
SantosHotel,287,6482,0.7528,2612,16929556,8441919,78,62,34,27,2013-06-01,Taipei
LandisTaipei,209,5092,0.8121,4382,22314528,19021357,71,141,35,42,2013-06-01,Taipei
UnitedHotel,243,5553,0.7617,2854,15846570,3013760,62,35,5,36,2013-06-01,Taipei
SheratonGrandeTaipeiHotel,688,13523,0.6552,6357,85964772,112702024,239,458,170,48,2013-06-01,Taipei
HotelRoyalNikkoTaipei,202,5332,0.8799,4928,26274409,19979669,74,136,24,45,2013-06-01,Taipei
HowardPlazaHotelTaipei,606,10041,0.5523,4419,44371e3,45023e3,255,366,80,84,2013-06-01,Taipei
GrandHyattTaipei,696,12992,0.6222,8738,113524591,89526449,144,318,179,69,2013-06-01,Taipei
RegentTaipei,538,11534,0.7146,5869,67694319,133789448,235,497,159,21,2013-06-01,Taipei
SherwoodTaipei,343,6715,0.6526,5949,39950202,28638544,140,219,51,58,2013-06-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,8169,0.6483,7149,58401789,68297439,201,260,65,84,2013-06-01,Taipei
WestinTaipei,288,5350,0.6192,6380,34135592,57173957,131,363,100,0,2013-06-01,Taipei
MiramarGardenTaipei,203,5112,0.8394,2563,13102632,6720011,75,52,32,0,2013-06-01,Taipei
WTaipei,405,9918,0.8163,9687,96077265,74423789,172,223,119,0,2013-06-01,Taipei
LeMeridienTaipei,160,3632,0.7567,10073,36585310,70466769,77,269,87,21,2013-06-01,Taipei
FirstHotel,176,4663,0.8831,1843,8592813,5447839,16,0,15,13,2013-06-01,Taipei
LeofooHotelTaipei,226,5835,0.8606,1827,10659332,10815981,42,42,13,18,2013-06-01,Taipei
RivieraHotel,112,1892,0.5631,3324,6289820,3985437,47,47,28,0,2013-06-01,Taipei
TaipeiGalaHotel,150,3920,0.8711,2934,11501698,3591332,35,54,29,14,2013-06-01,Taipei
CosmosHotelTaipei,225,6383,0.9456,2850,18192628,27604438,63,17,10,7,2013-06-01,Taipei
PalaisdeChineHotel,286,6294,0.7336,5045,31755689,44555198,127,174,63,0,2013-06-01,Taipei
CapitalHotel,128,2770,0.7214,4479,12406830,6382889,43,57,17,27,2013-06-01,Taipei
RadiumKagayaInternationalHotel,90,1261,0.467,4662,5878521,9784731,29,47,32,57,2013-06-01,Taipei
FullonHotelTaipeiCentral,120,2736,0.76,3981,10891923,11955269,51,128,12,7,2013-06-01,Taipei
TaipeiGardenHotel,241,6656,0.9206,2570,17108335,25078876,62,110,26,22,2013-06-01,Taipei
GrandViewResortBeitou,66,603,0.3045,9104,5489806,5174231,47,48,3,37,2013-06-01,Taipei
GrandHotelTaipei,489,6665,0.4397,3607,24039108,33847209,193,206,122,61,2013-07-01,Taipei
AmbassadorHotelTaipei,422,9735,0.7442,3651,35544992,75487080,123,279,38,50,2013-07-01,Taipei
ImperialHotelTaipei,326,7984,0.79,2620,20916993,9630639,85,62,4,47,2013-07-01,Taipei
GloriaPrinceHotelTaipei,208,5233,0.8116,3052,15973561,7992613,80,82,72,12,2013-07-01,Taipei
EmperorHotel,98,2082,0.6853,1604,3339856,698943,33,11,20,0,2013-07-01,Taipei
HotelRiverviewTaipei,185,4421,0.7709,2036,9000683,1630696,50,22,18,0,2013-07-01,Taipei
CaesarParkTaipei,478,12994,0.8769,3384,43965841,18250323,78,93,21,45,2013-07-01,Taipei
GoldenChinaHotel,215,4734,0.7103,2631,12453650,11633710,59,89,42,0,2013-07-01,Taipei
SanWant,268,7785,0.937,3170,24676154,29211890,88,223,68,0,2013-07-01,Taipei
BrotherHotelTaipei,250,5797,0.748,2842,16474445,35268890,110,295,72,13,2013-07-01,Taipei
SantosHotel,287,6480,0.7283,2589,16775879,11212116,78,62,34,27,2013-07-01,Taipei
LandisTaipei,209,5263,0.8123,4042,21271609,15429846,76,153,34,35,2013-07-01,Taipei
UnitedHotel,243,4568,0.6064,2496,11401026,2988891,68,36,5,40,2013-07-01,Taipei
SheratonGrandeTaipeiHotel,688,12064,0.5656,5505,66406405,100394240,232,450,172,48,2013-07-01,Taipei
HotelRoyalNikkoTaipei,202,5458,0.8716,4378,23896041,18297157,74,144,24,45,2013-07-01,Taipei
HowardPlazaHotelTaipei,606,8177,0.4353,3791,31e6,39469e3,259,393,81,83,2013-07-01,Taipei
GrandHyattTaipei,641,10739,0.5404,5683,61029579,58498549,147,343,178,69,2013-07-01,Taipei
RegentTaipei,538,10693,0.6411,5297,56645479,112474864,257,549,164,21,2013-07-01,Taipei
SherwoodTaipei,343,7289,0.6855,5191,37836869,25337651,149,231,53,59,2013-07-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,7152,0.5493,6317,45177370,54217180,195,260,66,84,2013-07-01,Taipei
WestinTaipei,288,5510,0.6172,5523,30431595,50370873,139,397,98,0,2013-07-01,Taipei
MiramarGardenTaipei,203,4880,0.7755,2228,10872032,6198094,80,52,34,0,2013-07-01,Taipei
WTaipei,405,9086,0.7237,8823,80169009,56262698,170,216,119,0,2013-07-01,Taipei
LeMeridienTaipei,160,3563,0.7183,8483,30225039,58471662,78,290,86,26,2013-07-01,Taipei
FirstHotel,176,4317,0.7912,1797,7757641,5591705,16,0,15,13,2013-07-01,Taipei
LeofooHotelTaipei,226,5445,0.7772,1764,9604078,9171300,41,54,14,14,2013-07-01,Taipei
RivieraHotel,112,1427,0.411,3093,4414195,2935558,47,47,28,0,2013-07-01,Taipei
TaipeiGalaHotel,150,3808,0.8189,2704,10295875,4703746,39,55,29,14,2013-07-01,Taipei
CosmosHotelTaipei,225,6504,0.9325,2754,17910266,25417477,63,17,10,7,2013-07-01,Taipei
PalaisdeChineHotel,286,5848,0.6596,4497,26298217,46644291,131,192,63,0,2013-07-01,Taipei
CapitalHotel,128,2460,0.62,4420,10873200,5005275,41,64,17,26,2013-07-01,Taipei
RadiumKagayaInternationalHotel,90,1080,0.3871,4836,5222373,7945811,79,48,32,13,2013-07-01,Taipei
FullonHotelTaipeiCentral,120,2597,0.6981,3648,9473047,11001176,56,120,11,7,2013-07-01,Taipei
TaipeiGardenHotel,241,6719,0.8993,2157,14494361,20212758,80,118,26,22,2013-07-01,Taipei
GrandViewResortBeitou,66,575,0.281,8252,4745052,5219391,50,55,3,37,2013-07-01,Taipei
GrandHotelTaipei,489,7943,0.524,3829,30410639,35754147,193,208,123,62,2013-08-01,Taipei
AmbassadorHotelTaipei,422,10904,0.8335,3564,38858763,72199596,125,292,40,48,2013-08-01,Taipei
ImperialHotelTaipei,326,8688,0.8597,2658,23090039,12044926,84,63,4,46,2013-08-01,Taipei
GloriaPrinceHotelTaipei,202,4807,0.7676,3043,14628527,5794378,81,84,71,9,2013-08-01,Taipei
EmperorHotel,98,2462,0.8104,1578,3884034,836812,33,11,20,0,2013-08-01,Taipei
HotelRiverviewTaipei,206,5334,0.8353,2069,11035357,1747623,56,32,20,0,2013-08-01,Taipei
CaesarParkTaipei,478,14444,0.9748,3380,48825368,16534456,77,92,22,45,2013-08-01,Taipei
GoldenChinaHotel,215,5172,0.776,2712,14024540,10177821,59,91,42,0,2013-08-01,Taipei
SanWant,268,7785,0.937,3182,24775026,29066396,90,223,68,0,2013-08-01,Taipei
BrotherHotelTaipei,250,6366,0.8214,2846,18120744,37220729,110,295,72,13,2013-08-01,Taipei
SantosHotel,287,6524,0.7333,2448,15969070,9007303,78,59,34,25,2013-08-01,Taipei
LandisTaipei,209,5542,0.8554,4070,22556908,12726223,76,155,20,48,2013-08-01,Taipei
UnitedHotel,243,4632,0.6149,2487,11520301,3043036,65,35,5,40,2013-08-01,Taipei
SheratonGrandeTaipeiHotel,688,14251,0.6682,5617,80042951,102772552,228,458,172,48,2013-08-01,Taipei
HotelRoyalNikkoTaipei,202,5885,0.9398,4429,26065055,19375364,71,139,24,48,2013-08-01,Taipei
HowardPlazaHotelTaipei,606,10279,0.5472,3635,37369e3,45134e3,262,392,80,84,2013-08-01,Taipei
GrandHyattTaipei,387,5074,0.4229,6007,30481332,34456992,145,335,175,70,2013-08-01,Taipei
RegentTaipei,538,11609,0.6961,5222,60621116,94823736,259,538,160,21,2013-08-01,Taipei
SherwoodTaipei,343,7242,0.6811,5284,38269237,23848300,147,216,53,58,2013-08-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,9177,0.7048,6436,59059222,56775529,198,270,67,84,2013-08-01,Taipei
WestinTaipei,288,6356,0.7119,5528,35133734,54780436,145,399,103,0,2013-08-01,Taipei
MiramarGardenTaipei,203,5373,0.8538,2106,11313843,7541020,82,54,36,0,2013-08-01,Taipei
WTaipei,405,10339,0.8235,9042,93490327,47545499,171,219,118,0,2013-08-01,Taipei
LeMeridienTaipei,160,3761,0.7583,9069,34108812,54100229,83,280,86,22,2013-08-01,Taipei
FirstHotel,176,4984,0.9135,1746,8701711,5533491,17,0,13,13,2013-08-01,Taipei
LeofooHotelTaipei,226,5829,0.832,1814,10571854,9186293,44,53,15,13,2013-08-01,Taipei
RivieraHotel,112,1916,0.5518,3020,5786714,3393947,45,46,29,0,2013-08-01,Taipei
TaipeiGalaHotel,150,4213,0.906,2729,11496822,4266649,38,59,29,14,2013-08-01,Taipei
CosmosHotelTaipei,225,6670,0.9563,2703,18031954,18927498,63,17,10,7,2013-08-01,Taipei
PalaisdeChineHotel,286,6982,0.7875,4576,31950757,47835832,127,186,62,0,2013-08-01,Taipei
CapitalHotel,128,2639,0.6651,4412,11642400,5886691,41,61,13,25,2013-08-01,Taipei
RadiumKagayaInternationalHotel,90,1341,0.4806,4921,6598641,8403912,81,50,26,12,2013-08-01,Taipei
FullonHotelTaipeiCentral,120,2881,0.7745,3612,10405081,9988368,57,112,11,6,2013-08-01,Taipei
TaipeiGardenHotel,241,6816,0.9123,2232,15215914,17237466,77,110,26,22,2013-08-01,Taipei
GrandViewResortBeitou,66,887,0.4335,8657,7678950,5996518,50,59,3,36,2013-08-01,Taipei
GrandHotelTaipei,489,8292,0.5652,4112,34093595,46089088,191,203,124,63,2013-09-01,Taipei
AmbassadorHotelTaipei,422,9396,0.7422,3954,37150429,99396230,125,289,39,47,2013-09-01,Taipei
ImperialHotelTaipei,326,8099,0.8281,2702,21880614,13736662,84,71,5,42,2013-09-01,Taipei
GloriaPrinceHotelTaipei,210,4640,0.7365,3361,15595779,10714712,77,85,69,8,2013-09-01,Taipei
EmperorHotel,98,2282,0.7762,1508,3442082,853550,33,11,20,0,2013-09-01,Taipei
HotelRiverviewTaipei,195,4661,0.7968,2023,9428422,3707165,56,29,21,0,2013-09-01,Taipei
CaesarParkTaipei,478,12450,0.8682,3343,41624332,21718523,77,89,22,46,2013-09-01,Taipei
GoldenChinaHotel,215,4826,0.7482,2696,13012080,10823408,60,90,36,0,2013-09-01,Taipei
SanWant,268,7193,0.8947,3083,22172717,31419091,90,223,69,0,2013-09-01,Taipei
BrotherHotelTaipei,250,5834,0.7779,2897,16898671,37160966,110,295,72,13,2013-09-01,Taipei
SantosHotel,287,6477,0.7523,2544,16475336,8387409,78,67,36,27,2013-09-01,Taipei
LandisTaipei,209,4959,0.7909,4218,20916382,18234562,74,154,24,47,2013-09-01,Taipei
UnitedHotel,243,5012,0.6875,2528,12672025,3842443,68,36,5,41,2013-09-01,Taipei
SheratonGrandeTaipeiHotel,688,14277,0.6917,5990,85525626,127105960,231,456,170,48,2013-09-01,Taipei
HotelRoyalNikkoTaipei,202,5040,0.8317,4752,23950505,29479037,73,139,24,48,2013-09-01,Taipei
HowardPlazaHotelTaipei,606,10818,0.595,3901,42201e3,55761e3,256,397,80,84,2013-09-01,Taipei
GrandHyattTaipei,391,8219,0.7007,7133,58622245,64458951,147,338,180,70,2013-09-01,Taipei
RegentTaipei,538,11004,0.6818,5235,57609708,133776534,254,552,162,21,2013-09-01,Taipei
SherwoodTaipei,343,6794,0.6603,5256,35712347,26591730,145,219,53,58,2013-09-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,5755,0.4567,7274,41861935,71751644,192,267,67,84,2013-09-01,Taipei
WestinTaipei,288,5188,0.6005,5972,30982136,51639216,142,385,105,0,2013-09-01,Taipei
MiramarGardenTaipei,203,5120,0.8407,2316,11858028,6484333,78,51,37,0,2013-09-01,Taipei
WTaipei,405,9247,0.7611,9131,84430949,59000637,177,218,120,0,2013-09-01,Taipei
LeMeridienTaipei,160,3372,0.7025,8803,29683796,62484786,79,276,86,24,2013-09-01,Taipei
FirstHotel,176,4202,0.7958,1833,7701317,4738353,15,0,13,15,2013-09-01,Taipei
LeofooHotelTaipei,226,5828,0.8596,1774,10339632,8878384,44,53,15,13,2013-09-01,Taipei
